#t	<mx>	<my>	<mz>	u_anis_x	u_anis_y	u_anis_z
9.390665e-05	-4.0079703515464445e-05	0.0011008145457662175	0.9999993933002926	1.5510112238422285e-07	0.0011158221439421302	0.9999993774702658
9.391675e-05	-3.643553530693565e-05	0.0011041822918016837	0.999999389726773	1.5491781559555027e-07	0.001114927350018845	0.9999993784682971
9.392684e-05	-3.234960807160149e-05	0.0011071252432214912	0.9999993866134113	1.5474370256505076e-07	0.001114033281526893	0.9999993794647193
9.393694e-05	-2.7871287033923988e-05	0.0011095974867727555	0.9999993840081147	1.5457957956619105e-07	0.0011131399368429014	0.9999993804595366
9.394703e-05	-2.3054678128936932e-05	0.0011115588043704367	0.9999993819525622	1.5442612306466708e-07	0.0011122473142628907	0.9999993814527528
9.395712e-05	-1.7957974320931435e-05	0.00111297515898627	0.9999993804817117	1.5428388154484097e-07	0.001111355412015915	0.9999993824443717
9.396722e-05	-1.2642752544565534e-05	0.0011138191058612276	0.9999993796233877	1.5415326888240857e-07	0.0011104642282785127	0.999999383434397
9.397731e-05	-7.173229762444976e-06	0.0011140701240733891	0.9999993793979591	1.5403455934337917e-07	0.001109573761189801	0.9999993844228329
9.398741e-05	-1.6154871270492626e-06	0.0011137148644553899	0.9999993798181032	1.5392788426979514e-07	0.0011086840088670269	0.9999993854096836
9.399750e-05	3.963328379616312e-06	0.0011127473108661988	0.9999993808886654	1.5383323049224093e-07	0.0011077949694213859	0.9999993863949528
9.400760e-05	9.495815183263915e-06	0.0011111688528687993	0.9999993826066144	1.5375044048832566e-07	0.0011069066409739238	0.9999993873786448
9.401769e-05	1.4915131430474792e-05	0.001108988268935715	0.99999938496109	1.536792142852254e-07	0.0011060190216713203	0.9999993883607631
9.402779e-05	2.015580253960665e-05	0.0011062216203852628	0.9999993879335478	1.5361911308330067e-07	0.0011051321097013717	0.9999993893413119
9.403788e-05	2.515451223299542e-05	0.001102892057329958	0.9999993914979952	1.5356956455700537e-07	0.001104245903307981	0.999999390320295
9.404798e-05	2.9850867493596943e-05	0.0010990295389814721	0.9999993956213165	1.5352986976903805e-07	0.0011033604008054772	0.999999391297716
9.405807e-05	3.4188128204155705e-05	0.0010946704716913254	0.9999994002636854	1.5349921161419554e-07	0.0011024756005920864	0.9999993922735787
